PaperProjectID,DOI,Title,NoveltyScore,Confidence,ControversyIndex,Classification,Explanation,AdjudicationNote,Uniqueness,Tension,Synthesis,Coherence
029_724,https://doi.org/10.1097/md.0000000000038975,Women`s sexual function during the postpartum period: A systematic review on measurement tools,0.4151,0.9404,0.6618,Incremental,"This paper is a 4.2/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.448,0.25,0.7131,0.9073
029_725,https://doi.org/10.1002/ksa.12092,Microporous titanium and hydroxyapatite improve fixation of the tibial wall in unicompartmental knee replacement,0.4321,0.9308,0.769,Incremental,"This paper is a 4.3/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.466,0.3,0.6249,0.9155
029_726,https://doi.org/10.1016/j.ijepes.2024.109987,Stability analysis and control parameter optimization for AC-DC hybrid spot networks,0.516,0.9439,0.623,Incremental,"This paper is a 5.2/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.596,0.3,0.6838,0.948
029_727,https://doi.org/10.3389/fsufs.2024.1368163,"The multidimensional development index of new agricultural business entities in mountainous and hilly areas based on the projection pursuit evaluation model: evidence from household survey data in the modern agricultural Park of Jiangjin district, Chongqing",0.484,0.9719,0.312,Incremental,"This paper is a 4.8/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.25,0.6819,0.9414
029_728,https://doi.org/10.5498/wjp.v15.i11.111807,Sleep quality in bipolar disorder: A comparative study of treatment with lithium and valproic acid,0.489,0.9384,0.6845,Incremental,"This paper is a 4.9/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.556,0.3,0.6544,0.9189
029_729,https://doi.org/10.1136/bcr-2024-263168,Primary spinal conus medullaris germinoma,0.468,0.9445,0.6172,Incremental,"This paper is a 4.7/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.3,0.5881,0.8697
029_730,https://doi.org/10.7759/cureus.79196,Pigmented Purpuric Dermatosis in a Kickboxer: The Role of Repetitive Microtrauma,0.5088,0.9441,0.621,Incremental,"This paper is a 5.1/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.594,0.3,0.6244,0.8825
029_731,https://doi.org/10.1016/j.jad.2025.120106,"Dynamic functional connectivity brain state dynamics and topological organization in major depressive disorder, anxiety disorder and childhood trauma",0.5004,0.9425,0.6392,Incremental,"This paper is a 5.0/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.6238,0.9048
029_732,https://doi.org/10.1038/s41586-024-07084-x,Visuo-frontal interactions during social learning in freely moving macaques,0.5696,0.845,1,Moderately Novel,"This paper is a 5.7/10 for novelty, and we are 85% confident in this assessment. The moderate confidence (85%) suggests reasonable agreement among judges.",Socratic Panel,0.685,0.3,0.6859,0.9453
029_733,https://doi.org/10.1186/s12885-025-14444-x,Machine learning algorithms predict breast cancer incidence risk: a data-driven retrospective study based on biochemical biomarkers,0.4484,0.9454,0.6066,Incremental,"This paper is a 4.5/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.488,0.3,0.6558,0.9235
029_734,https://doi.org/10.3390/buildings15050789,Multi-Level Gray Evaluation Method for Assessing Health Risks in Indoor Environments,0.5306,0.935,0.7223,Incremental,"This paper is a 5.3/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6864,0.9341
029_735,https://doi.org/10.1002/ese3.1755,Deformation mechanism of gob‐side entry at top coal caving mining face: A numerical study,0.4729,0.9777,0.2476,Incremental,"This paper is a 4.7/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.524,0.3,0.6855,0.9463
029_736,https://doi.org/10.3390/medicina60060994,Feasibility and Safety of Uniportal Thoracoscopic Segmentectomy Using a Unidirectional Dissection Approach without Dissecting a Fissure,0.5379,0.9858,0.158,Incremental,"This paper is a 5.4/10 for novelty, and we are 99% confident in this assessment. The high confidence (99%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0.4,0.6515,0.9458
029_737,https://doi.org/10.5755/j01.itc.53.2.32897,A Construction Optimization for Laser SLAM Based on Odometer Constraint Fusion,0.5098,0.9544,0.5068,Incremental,"This paper is a 5.1/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.7184,0.9284
029_738,https://doi.org/10.1016/j.indic.2023.100312,A review of integrated multicriteria decision support analysis in the climate resilient infrastructure development,0.45,0.9674,0.3622,Incremental,"This paper is a 4.5/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.556,0.25,0.7184,0.9133
029_739,https://doi.org/10.1038/s41598-025-25968-4,Comparison of the reliability of ANB Sar and W measurements used in cephalometric diagnostics for the assessment of sagittal discrepancy,0.4227,0.9155,0.9392,Incremental,"This paper is a 4.2/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.446,0.3,0.6508,0.9427
029_740,https://doi.org/10.1049/ell2.70396,HazeTrendNet: Single‐Image Dehazing via Haze‐Concentration‐Trend Guidance,0.5904,0.9421,0.6433,Moderately Novel,"This paper is a 5.9/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.714,0.3,0.7203,0.9345
029_741,https://doi.org/10.16995/glossa.10342,The organization of verb meaning in Lengua de Señas Nicaragüense (LSN): Sequential or simultaneous structures?,0.5636,0.9287,0.7918,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.68,0.3,0.6564,0.9104
029_742,https://doi.org/10.1038/s41598-025-24711-3,Adipocytes enhance tongue cancer progression potentially via IL-6 and extracellular vesicles,0.6276,0.9273,0.8081,Moderately Novel,"This paper is a 6.3/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.662,0.55,0.6545,0.9419
029_743,https://doi.org/10.35680/2372-0247.1804,Covid-19 Vaccine Perception and Hesitancy Among Uninsured Free Clinic Patients,0.4644,0.939,0.6776,Incremental,"This paper is a 4.6/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.51,0.3,0.6837,0.943
029_744,https://doi.org/10.4103/jncd.jncd_66_23,Frequency of physical activity and blood pressure levels among persons with type 2 diabetes at a public health center in Southwest Trinidad,0.4548,0.9545,0.5061,Incremental,"This paper is a 4.5/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.494,0.3,0.6837,0.9452
029_745,https://doi.org/10.1016/j.crpvbd.2024.100230,Genetic diversity of Plasmodium vivax and Plasmodium falciparum field isolates from Honduras in the malaria elimination phase,0.4995,0.913,0.9664,Incremental,"This paper is a 5.0/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.687,0.9232
029_746,https://doi.org/10.3389/fimmu.2025.1563484,Oral and transdermal administration of lipopolysaccharide safely enhances self-healing ability through the macrophage network,0.45,0.9251,0.8322,Incremental,"This paper is a 4.5/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.69,0.25,0.7463,0.9312
029_747,https://doi.org/10.3390/rs15235525,The Evaluation of FY-3E Hyperspectral Infrared Atmospheric Sounder-II Long-Wave Temperature Sounding Channels,0.4803,0.9759,0.2677,Incremental,"This paper is a 4.8/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.536,0.3,0.6873,0.9378
029_748,https://doi.org/10.2478/amns-2024-2092,The application of the physical-educational integration model in the technical and tactical teaching of college soccer-specific students and its effects,0.5084,0.8959,1,Incremental,"This paper is a 5.1/10 for novelty, and we are 90% confident in this assessment. The moderate confidence (90%) suggests reasonable agreement among judges.",Socratic Panel,0.574,0.3,0.7404,0.9396
029_749,https://doi.org/10.1364/boe.570105,Label-free multiphoton microscopy of human skin: longitudinal studies capturing cell dynamics,0.62,0.9437,0.6251,Moderately Novel,"This paper is a 6.2/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.78,0.3,0.6202,0.9413
029_750,https://doi.org/10.3390/children11121482,Where Reality and Fantasy Collide—Prolonged Fever to Munchausen Syndrome by Proxy,0.4719,0.9579,0.4673,Incremental,"This paper is a 4.7/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.512,0.3,0.7471,0.9124
029_751,https://doi.org/10.25103/jestr.172.07,Evolution Characteristics of Multi-physical Fields in Dissolved Surrounding Rockmass of Tunnel Considering Fluid-solid Coupling,0.5066,0.9692,0.3423,Incremental,"This paper is a 5.1/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.6855,0.9452
029_752,https://doi.org/10.1007/s41981-024-00341-0,Best practice approach for temperature measurement in flow chemistry based on CFD simulation,0.5393,0.8696,1,Incremental,"This paper is a 5.4/10 for novelty, and we are 87% confident in this assessment. The moderate confidence (87%) suggests reasonable agreement among judges.",Socratic Panel,0.63,0.3,0.7133,0.95
029_753,https://doi.org/10.51537/chaos.1603833,Emergence of Multistability in the Cultural Dissemination of the Axelrod Model with Mass Media,0.5229,0.9532,0.52,Incremental,"This paper is a 5.2/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.602,0.3,0.7175,0.9317
029_754,https://doi.org/10.1111/jon.13204,Quantitative brain stem assessment in discriminating neurodegenerative disorders from normal pressure hydrocephalus,0.486,0.9181,0.9099,Incremental,"This paper is a 4.9/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.562,0.3,0.5875,0.9086
029_755,https://doi.org/10.7498/aps.74.20241678,Three-dimensional mesoscopic numerical simulation of the rising behavior of bubbles with large density ratio in porous media channels,0.5049,0.9845,0.1718,Incremental,"This paper is a 5.0/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.578,0.3,0.6809,0.9498
029_756,https://doi.org/10.1016/j.actpsy.2025.105720,The role of disciplinary enculturation in stance-taking in L2 academic writing,0.5606,0.9198,0.8914,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.66,0.3,0.7464,0.9188
029_757,https://doi.org/10.1007/s10665-024-10336-4,On icicle ripples,0.45,0.9465,0.5941,Incremental,"This paper is a 4.5/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.602,0.3,0.7177,0.9417
029_758,https://doi.org/10.3389/frsps.2024.1343514,"Discriminatory, yet socially accepted? Targets’ perceptions of subtle and blatant expressions of ethno-racial prejudice",0.533,0.9611,0.4327,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.7103,0.95
029_759,https://doi.org/10.3390/math12172672,Multi-Objective Optimized GPSR Intelligent Routing Protocol for UAV Clusters,0.45,0.9856,0.1596,Incremental,"This paper is a 4.5/10 for novelty, and we are 99% confident in this assessment. The high confidence (99%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.62,0.3,0.7459,0.919
029_760,https://doi.org/10.3177/jnsv.71.386,Functions of Coffee Fermented by &lt;i&gt;Rhizopus oligosporus&lt;/i&gt;,0.5078,0.9444,0.6182,Incremental,"This paper is a 5.1/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0.3,0.6503,0.9436
029_761,https://doi.org/10.1093/braincomms/fcae052,Peri-ictal activation of dorsomedial dorsal raphe serotonin neurons reduces mortality associated with maximal electroshock seizures,0.556,0.8504,1,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 85% confident in this assessment. The moderate confidence (85%) suggests reasonable agreement among judges.",Socratic Panel,0.663,0.3,0.6823,0.9497
029_762,https://doi.org/10.36416/1806-3756/e20250009,Effect of combined strength and endurance training in adults with asthma: a randomized controlled trial,0.4574,0.8863,1,Incremental,"This paper is a 4.6/10 for novelty, and we are 89% confident in this assessment. The moderate confidence (89%) suggests reasonable agreement among judges.",Socratic Panel,0.503,0.3,0.6562,0.921
029_763,https://doi.org/10.1021/jacs.4c03644,Initial Amino Acid:Codon Assignments and Strength of Codon:Anticodon Binding,0.5521,0.8688,1,Moderately Novel,"This paper is a 5.5/10 for novelty, and we are 87% confident in this assessment. The moderate confidence (87%) suggests reasonable agreement among judges.",Socratic Panel,0.661,0.3,0.6546,0.9401
029_764,https://doi.org/10.3389/fpls.2023.1326207,Differential distribution shifts in two subregions of East Asian subtropical evergreen broadleaved forests—a case of Magnoliaceae,0.4734,0.9463,0.5968,Incremental,"This paper is a 4.7/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.542,0.3,0.5818,0.9208
029_765,https://doi.org/10.1007/s10163-025-02328-y,Did COVID-19 influence food waste habits? A comparison of Polish and British households,0.4976,0.9635,0.405,Incremental,"This paper is a 5.0/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.56,0.3,0.7164,0.9403
029_766,https://doi.org/10.1007/s11418-024-01830-1,Search for new steroidal glycosides with anti-cancer potential from natural resources,0.5241,0.967,0.3672,Incremental,"This paper is a 5.2/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.604,0.3,0.7171,0.9191
029_767,https://doi.org/10.1097/js9.0000000000001123,SKA3 targeted therapies in cancer precision surgery: bridging bench discoveries to clinical applications – review article,0.45,0.9487,0.5697,Incremental,"This paper is a 4.5/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.556,0.25,0.6559,0.9446
029_768,https://doi.org/10.1016/j.chbah.2024.100059,Virtual vs. Human influencers: The battle for consumer hearts and minds,0.6022,0.9869,0.1454,Moderately Novel,"This paper is a 6.0/10 for novelty, and we are 99% confident in this assessment. The high confidence (99%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.55,0.6521,0.9445
029_769,https://doi.org/10.1002/cam4.6881,Brain white matter microstructural changes in chemotherapy‐treated older long‐term breast cancer survivors,0.5013,0.936,0.7116,Incremental,"This paper is a 5.0/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0.3,0.5851,0.9188
029_770,https://doi.org/10.1002/cplu.202500122,"Two‐Phase Epoxidations with Micellar Catalysts: Insights, Limitations, and Perspectives",0.507,0.9663,0.3746,Incremental,"This paper is a 5.1/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.6898,0.927
029_771,https://doi.org/10.3390/app15169009,Predicting Attachment Class Using Coherence Graphs: Insights from EEG Studies on the Secretary Problem,0.6284,0.8785,1,Moderately Novel,"This paper is a 6.3/10 for novelty, and we are 88% confident in this assessment. The moderate confidence (88%) suggests reasonable agreement among judges.",Socratic Panel,0.773,0.3,0.7459,0.9272
029_772,https://doi.org/10.13189/cea.2023.110641,Appraisal of Lighting Strategies for Achieving Environmental Sustainability in Selected Art Museums and Galleries in Nigeria,0.4723,0.9642,0.3981,Incremental,"This paper is a 4.7/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.518,0.3,0.7146,0.9364
029_773,https://doi.org/10.1016/j.jcm.2024.08.003,A Retrospective Analysis of 190 Patients With Scoliosis Referred to a Private Australian Clinical Advisory Service Between 2017 and 2020,0.3035,0.9375,0.6944,Incremental,"This paper is a 3.0/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.246,0.3,0.6588,0.9188
029_774,https://doi.org/10.36713/epra15141,INFORMATION TECHNOLOGY AND ECOLOGY ENVIRONMENTAL PROTECTION,0.494,0.8758,1,Incremental,"This paper is a 4.9/10 for novelty, and we are 88% confident in this assessment. The moderate confidence (88%) suggests reasonable agreement among judges.",Socratic Panel,0.554,0.3,0.716,0.9322
029_775,https://doi.org/10.3390/app15137357,Bioactivity of Secondary Metabolites and Extracts from the Leontopodium R.Br. ex Cass. Taxa with Targeted Medicinal Applications,0.45,0.9451,0.6097,Incremental,"This paper is a 4.5/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.532,0.3,0.6884,0.9349
029_776,https://doi.org/10.2478/msr-2025-0036,TRI-BCC: Tri-Level Breast Cancer Classification via Transfer Learning Networks with Histopathological Images,0.554,0.8066,1,Moderately Novel,"This paper is a 5.5/10 for novelty, and we are 81% confident in this assessment. The moderate confidence (81%) suggests reasonable agreement among judges.",Socratic Panel,0.664,0.3,0.6559,0.8953
029_777,https://doi.org/10.1002/apxr.202500190,Metal–Organic Framework‐Based Materials for Dielectric Energy Storage,0.5356,0.9463,0.5965,Incremental,"This paper is a 5.4/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.628,0.3,0.6881,0.9309
029_778,https://doi.org/10.3389/fcell.2024.1420161,ProDiVis: a method to normalize fluorescence signal localization in 3D specimens,0.5548,0.9764,0.2617,Moderately Novel,"This paper is a 5.5/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.61,0.4,0.6879,0.933
029_779,https://doi.org/10.1088/2752-664x/ad1f49,Evaluating individual tree species classification performance across diverse environments,0.5539,0.9594,0.4509,Moderately Novel,"This paper is a 5.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.604,0.4,0.7152,0.9432
029_780,https://doi.org/10.3390/plants13192713,"Breeding Rice to Increase Anthocyanin Yield Per Area through Small, Black Grain Size and Three Grains per Spikelet",0.5362,0.9731,0.2989,Incremental,"This paper is a 5.4/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.4,0.6817,0.95
029_781,https://doi.org/10.4236/health.2023.1511084,Breast Cancer Treatment (Mastectomy Experiences) May Initiate Individuation Process That Redefines Identities: A Systematic Review,0.45,0.9595,0.4503,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.618,0.25,0.7441,0.9346
029_782,https://doi.org/10.1007/s44290-025-00218-8,"Shared homeownership and the pursuit of affordable housing: insights from low-to-medium income earners in Akure, Nigeria",0.4995,0.9074,1,Incremental,"This paper is a 5.0/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives.",Socratic Panel,0.563,0.3,0.717,0.928
029_783,https://doi.org/10.1002/agg2.70117,Phosphorus fertilizer rate and timing of application for cabbage production in sandy soils,0.4746,0.9126,0.9713,Incremental,"This paper is a 4.7/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.3,0.6538,0.9397
029_784,https://doi.org/10.3390/molecules30183761,Comparative Analysis of the Metabolomic Profile of Honeysuckle Lonicera caerulea L. from Four Eurasian Regions by Using HPLC-ESI-MS and ESI-MS/MS Analysis,0.5506,0.8766,1,Moderately Novel,"This paper is a 5.5/10 for novelty, and we are 88% confident in this assessment. The moderate confidence (88%) suggests reasonable agreement among judges.",Socratic Panel,0.653,0.3,0.6881,0.9322
029_785,https://doi.org/10.1088/1742-6596/2705/1/012003,A Theoretical Investigation on Nitrogen Dioxide Adsorption on Self-Assembled Monolayer-Functionalized ZnO Monolayer,0.5225,0.9507,0.5476,Incremental,"This paper is a 5.2/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.596,0.3,0.7485,0.8748
029_786,https://doi.org/10.1371/journal.pone.0300434,"Replication stress response in fission yeast differentially depends on maintaining proper levels of Srs2 helicase and Rrp1, Rrp2 DNA translocases",0.5571,0.9537,0.5142,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.4,0.6511,0.9439
029_787,https://doi.org/10.1080/00219592.2025.2524365,Integrating Genetic Programming with Dimensional Analysis and Data-Splitting for Heat Transfer Estimation of Nanofluids,0.5319,0.982,0.2002,Incremental,"This paper is a 5.3/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.622,0.3,0.6867,0.9452
029_788,https://doi.org/10.1371/journal.pone.0332411,Seasonal variation in egg nutrient composition under a pasture-based layer hen system: Implications for sustainable agriculture,0.5086,0.9503,0.5527,Incremental,"This paper is a 5.1/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.578,0.3,0.7181,0.9428
029_789,https://doi.org/10.1038/s41598-024-72425-9,Analysis of computed tomography venography for the diagnosis and endovascular treatment of iliac venous compression syndrome with venous leg ulcers: a retrospective study,0.5064,0.9531,0.521,Incremental,"This paper is a 5.1/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.6843,0.9451
029_790,https://doi.org/10.1093/tas/txae074,Relationship of length of the estrous cycle to antral follicle number in crossbred beef heifers,0.5094,0.9541,0.5104,Incremental,"This paper is a 5.1/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.7143,0.9434
029_791,https://doi.org/10.3934/mbe.2025042,Dynamical analysis of a predator-prey system with fear-induced dispersal between patches,0.5105,0.9556,0.4934,Incremental,"This paper is a 5.1/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.586,0.3,0.6895,0.9152
029_792,https://doi.org/10.29303/jbt.v23i4.5498,Response of Cayenne Pepper Plants (Capsicum frutescens L.) to Application of Liquid Organic Fertilizer from Coconut Water Waste (Cocos nucifera L.) and Pineapple Peel (Ananas comosus L. Merr.) on Peat Soil,0.4639,0.9459,0.6007,Incremental,"This paper is a 4.6/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.504,0.3,0.7146,0.9349
029_793,https://doi.org/10.1007/s10389-024-02377-x,ADHERE: a toolkit for retaining PWID living with hepatitis C in healthcare systems,0.45,0.971,0.3227,Incremental,"This paper is a 4.5/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.61,0.3,0.744,0.9422
029_794,https://doi.org/10.1016/j.eng.2024.03.018,Water Quality System Informatics: An Emerging Inter-Discipline of Environmental Engineering,0.5447,0.9455,0.6052,Incremental,"This paper is a 5.4/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.634,0.3,0.7426,0.9492
029_795,https://doi.org/10.3389/fenrg.2025.1514755,Short-term power load forecasting in distribution networks considering human comfort level,0.5335,0.9616,0.4267,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.7146,0.9269
029_796,https://doi.org/10.3390/cancers15245784,The Role of γδ T-Lymphocytes in Glioblastoma: Current Trends and Future Directions,0.45,0.9694,0.3405,Incremental,"This paper is a 4.5/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.604,0.25,0.6867,0.9383
029_797,https://doi.org/10.3390/min14020125,Bacteria-Driven Fossil Ecosystems as Paleoindicators of Active Continental Margins and the Role of Carbonate Sediment-Hosted Vents in Geodynamic Reconstructions,0.5962,0.847,1,Moderately Novel,"This paper is a 6.0/10 for novelty, and we are 85% confident in this assessment. The moderate confidence (85%) suggests reasonable agreement among judges.",Socratic Panel,0.734,0.3,0.6583,0.898
029_798,https://doi.org/10.3389/fonc.2024.1413494,Advancements in microenvironment-based therapies: transforming the landscape of multiple myeloma treatment,0.45,0.9146,0.9487,Incremental,"This paper is a 4.5/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.524,0.25,0.6885,0.9463
029_799,https://doi.org/10.1016/j.neuroscience.2024.12.004,The intricate brain–heart connection: The relationship between heart rate variability and cognitive functioning,0.4961,0.9576,0.4708,Incremental,"This paper is a 5.0/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.6534,0.9309
029_800,https://doi.org/10.3390/machines13050407,Feasibility Assessment of Novel Multi-Mode Camshaft Design Through Modal Analysis,0.5323,0.9629,0.4117,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.618,0.3,0.7151,0.9452
029_801,https://doi.org/10.3389/fpubh.2024.1385542,"Effects of Baduanjin exercise on cognitive frailty, oxidative stress, and chronic inflammation in older adults with cognitive frailty: a randomized controlled trial",0.1464,0.9441,0.6211,Incremental,"This paper is a 1.5/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.14,0,0.6238,0.5273
029_802,https://doi.org/10.3390/lubricants12030068,Modeling of the Combined Effect of the Surface Roughness and Coatings in Contact Interaction,0.5334,0.983,0.1893,Incremental,"This paper is a 5.3/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.7143,0.9465
029_803,https://doi.org/10.18203/2320-6012.ijrms20253185,An unusual presentation of inverted papilloma in the nasopharynx,0.5511,0.8997,1,Moderately Novel,"This paper is a 5.5/10 for novelty, and we are 90% confident in this assessment. The moderate confidence (90%) suggests reasonable agreement among judges.",Socratic Panel,0.665,0.3,0.6206,0.9374
